track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era
Hypnotize,System Of A Down,spotify:track:6oO7WMjD6kEvCITLbVj0mu,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,153.986,189440,4,35.21482,9,1,00
"Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]",Wolfgang Amadeus Mozart,spotify:track:6LKsT6X9BxMK8ePCDNRLal,0.401,0.14,0,-22.696,1,0.0338,0.99,0.929,0.078,0.326,130.037,283213,4,35.20385,19,0,00
The Struggle,The Dead Texan,spotify:track:4l4XUD5bwLaCKB6i9lM4eq,0.348,0.0386,2,-22.766,1,0.0334,0.982,0.861,0.0996,0.0368,137.681,328667,4,46.77829,11,0,00
I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,spotify:track:1gf5KKoAbd1vUWwRKzeXF3,0.836,0.491,1,-5.734,1,0.19,0.139,0.0,0.0489,0.862,97.303,254227,4,35.21774,11,1,00
Karukarethoru,Mohanlal,spotify:track:4SyvhgNRknW44KdZBDOkdl,0.721,0.578,0,-9.705,1,0.254,0.196,0.000287,0.202,0.958,180.055,265787,4,29.79354,13,0,00
Complicated,Avril Lavigne,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,26.44392,7,1,00
He Said She Said,Ashley Tisdale,spotify:track:0jTTjg6q4jsd2RhuHwTvLj,0.694,0.709,7,-6.205,0,0.103,0.0966,0.0,0.267,0.566,114.966,188000,4,20.99816,9,1,00
The Glory of Rome,Avantasia,spotify:track:2AzA784JhnlTimX0FtiKX9,0.442,0.941,11,-5.166,1,0.0482,4.45e-06,3.19e-06,0.236,0.365,90.977,329160,4,23.62101,12,0,00
No Letting Go,Wayne Wonder,spotify:track:5dWfl2PBpKHpBVdz95wxK1,0.495,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013,4,39.11311,7,1,00
What You Got,Colby O'Donis Featuring Akon,spotify:track:3MldzywZOH4Uci6bq9noyJ,0.775,0.641,1,-6.718,1,0.038,0.0327,0.0,0.18,0.305,119.974,243013,4,33.55043,10,1,00
"Deep, Deep",Have A Nice Life,spotify:track:71zmhACsxU6kGNtZBWSiiZ,0.415,0.962,11,-2.781,0,0.0654,0.00909,0.818,0.249,0.241,135.059,323556,4,36.24582,12,0,00
Avril 14th,Aphex Twin,spotify:track:2MZSXhq4XDJWu6coGoXX1V,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,125520,4,61.62012,6,0,00
Blood On Your Hands,Blessed By A Broken Heart,spotify:track:0JjmX5LqM9EQNnYNY8D3sl,0.463,0.885,9,-3.342,0,0.064,0.000207,0.0,0.327,0.0823,134.933,281627,4,27.16527,14,0,00
If I Am,Nine Days,spotify:track:0yA6uXukVZbi29GcmtK6i5,0.223,0.902,11,-5.955,1,0.0579,0.00587,1.63e-06,0.34,0.539,98.038,258113,4,71.1147,7,1,00
Dope House Family,South Park Mexican,spotify:track:2faJAgAd7m29GgjWYVN1QJ,0.764,0.72,1,-3.086,0,0.0976,0.133,0.0,0.113,0.515,85.993,680920,4,46.82546,25,0,00
Say Aah,Trey Songz Featuring Fabolous,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,207547,4,31.87471,13,1,00
With You,Chris Brown,spotify:track:5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4,24.77448,13,1,00
My Will Be Done,Unearth,spotify:track:76u2aab2a33Ohs7dOKoUOa,0.219,0.921,7,-5.663,1,0.0787,1.37e-05,0.0515,0.123,0.535,166.307,217133,4,36.19929,13,0,00
Rock This Town,Daniel Johnston,spotify:track:3PaSRhmdsbY3GTQ2ibXrxm,0.52,0.845,4,-5.997,1,0.0467,0.274,0.00085,0.154,0.488,111.139,374067,4,28.47678,18,0,00
Better Than Me,Hinder,spotify:track:10fddGyyeUquZZ2uPTjD7P,0.449,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.924,223533,4,33.73045,9,1,00
Blue Ridge Mountain Blues,Bill Monroe,spotify:track:6ksmQLR5kwZYkBCrBbh8XF,0.611,0.777,3,-6.672,1,0.0684,0.653,0.37,0.677,0.873,128.852,145493,4,28.16776,9,0,00
Bad Girl,New York Dolls,spotify:track:1d4shsNrsbescNJujez53D,0.351,0.928,4,-15.203,1,0.0504,0.0837,7.75e-06,0.384,0.196,133.698,207720,4,29.4699,12,0,00
Pop 4,GAS,spotify:track:6tjzp1mCVaTeK5ZFAye3Ou,0.479,0.744,8,-15.271,1,0.0352,0.499,0.845,0.155,0.714,119.463,591093,4,60.6117,23,0,00
Leave The World Behind - Dimitri Vegas & Like Mike vs. SHM Dark Forest Edit,Axwell,spotify:track:4yOJAsHfk50n62T2fHOEkd,0.737,0.713,3,-7.039,0,0.139,0.0311,0.488,0.0866,0.139,128.002,393750,4,43.62834,18,0,00
To Thee We Sing (bulgarian Chant),Sretenyie,spotify:track:1zyA7zTQr51Fo4C27HWc0z,0.146,0.153,1,-18.736,0,0.0533,0.993,0.532,0.134,0.0386,172.796,179853,4,48.99941,9,0,00
Kanulu Palikey,Karthik,spotify:track:49hiYhUQXEMqkZz031DQHq,0.754,0.697,7,-8.942,0,0.0321,0.0767,0.000553,0.25,0.706,129.949,262956,4,50.9822,10,0,00
What Hurts The Most,Cascada,spotify:track:3OW3uDpM7mgLe3xU6EYX5q,0.572,0.985,9,-6.43,1,0.111,0.0131,9.66e-06,0.335,0.254,142.039,219707,4,42.42922,8,1,00
Shaker Loops (version for string orchestra): A Final Shaking,John Adams,spotify:track:23SlZxePmn6hTVgmFHZblr,0.222,0.0381,0,-29.152,1,0.0459,0.871,0.563,0.221,0.0847,143.065,249373,4,89.22733,10,0,00
C'est peut-être,Mon Cote Punk,spotify:track:4G3by7UeNL6qSaA6khGaZs,0.595,0.488,6,-7.182,0,0.0403,0.283,7.53e-05,0.107,0.573,131.705,209680,4,28.31042,9,0,00
(If You're Wondering If I Want You To) I Want You To,Weezer,spotify:track:09aDV0TC2RfWFU5IwZfIdG,0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,208773,4,49.23985,8,1,00
Girl Tonite,Twista Featuring Trey Songz,spotify:track:7zIxcV689lVTl924lAf9Kn,0.668,0.724,7,-5.953,1,0.0536,0.00551,0.0,0.218,0.318,148.522,221373,4,40.15019,12,1,00
Long Time Gone,Dixie Chicks,spotify:track:0JiX8NsRdCHm8GliFuf97V,0.549,0.693,2,-5.572,1,0.0311,0.18,1.75e-06,0.153,0.819,170.241,249412,4,42.68728,11,1,00
Hey Black Ho Ya White,Himesh Reshammiya,spotify:track:3MpNljXgqgEbH9Ci8t39Y5,0.658,0.948,11,-5.614,0,0.0451,0.013,0.00337,0.358,0.797,142.949,309493,4,28.93631,12,0,00
#1,Nelly,spotify:track:3ZF8KuD7XlQSc3dpbCUTHO,0.692,0.588,7,-6.086,1,0.306,0.0173,0.0,0.634,0.45,180.027,198667,4,40.55604,9,1,00
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,spotify:track:09lqmgrszQIGrS5tFlrmhE,0.66,0.65,1,-10.516,0,0.227,0.0543,0.0,0.237,0.685,143.922,238387,4,23.62248,14,1,00
Small Town USA,Justin Moore,spotify:track:5pyB5WEAEwqwl18UaBLeBl,0.593,0.601,6,-5.996,1,0.029,0.122,5.69e-06,0.181,0.531,131.929,218853,4,25.23919,9,1,00
Dressed For Friend Requests,"Drop Dead, Gorgeous",spotify:track:3E52b2s2M0tOtBKkXsNFrq,0.188,0.889,0,-4.91,0,0.119,0.000458,0.00533,0.0451,0.138,96.543,156707,4,69.82801,5,0,00
The Clown,Novalis Deux,spotify:track:3osZTsCdVadWhUJciAtiXx,0.528,0.961,0,-5.084,1,0.0803,0.0283,0.000197,0.329,0.602,135.027,183440,4,18.34262,9,0,00
Darkness and Death,Watain,spotify:track:3AxjHgF9kUKBYXlaGl0qKl,0.254,0.849,4,-3.255,1,0.164,1.37e-05,0.683,0.338,0.0593,111.362,253240,4,47.53139,10,0,00
Mary Mac,Beatnik Turtle,spotify:track:1OjOrdq4861Yq8G7BGoKcD,0.461,0.936,2,-7.171,1,0.112,0.232,6.89e-05,0.366,0.78,124.604,144880,4,39.39169,7,0,00
Amesoeurs,Amesoeurs,spotify:track:0tVp8zfnp5fbnKO9axKaqX,0.482,0.637,9,-10.568,1,0.0266,0.000135,0.782,0.0643,0.404,160.056,243467,4,30.54128,12,0,00
Wasting My Time,Default,spotify:track:5dpAN1mjFPL38kh9kWsCiw,0.449,0.776,2,-5.594,1,0.0322,0.00171,0.0,0.0698,0.198,148.11,269307,4,19.83051,11,1,00
Right Round,Flo Rida,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640,4,23.27898,10,1,00
Zombie Jamboree (Back To Back),Harry Belafonte,spotify:track:1WC367oL0q70xpMlGuy90b,0.718,0.708,7,-8.523,1,0.15,0.54,0.0,0.27,0.95,87.24,199200,4,27.06017,9,0,00
Kill The Music,Every Time I Die,spotify:track:3V7sCNSTdkMW8C0SF3XEcT,0.308,0.987,0,-3.474,1,0.147,0.00529,0.0,0.73,0.434,101.372,194253,4,80.0989,6,0,00
Todo se transforma,Jorge Drexler,spotify:track:4YEU9N2XAE0DfUwxWI5ijA,0.761,0.488,9,-7.326,1,0.043,0.199,0.00236,0.0864,0.682,100.024,217146,4,59.13317,8,0,00
X,Xzibit,spotify:track:5stZnlPMYz3Ba8Hbo3ajlP,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,255640,4,83.82233,10,1,00
The Crystal Palace,Forlorn,spotify:track:0AxHgqW0MQkFiJDjlsXI9e,0.423,0.954,4,-7.985,0,0.0786,0.00142,0.835,0.0627,0.0639,129.993,307801,3,24.86722,14,0,00
Alyssa Lies,Jason Michael Carroll,spotify:track:3PJq5Cu74e3bIes9sY7jM1,0.496,0.602,7,-5.29,1,0.0265,0.334,0.00356,0.147,0.398,75.519,259573,4,27.90126,10,1,00
Wonderful,Ja Rule Featuring R. Kelly & Ashanti,spotify:track:1kz1riLYdMZKSpfBLk6Dol,0.638,0.853,11,-2.312,0,0.127,0.163,0.0,0.0428,0.834,92.657,270973,4,29.57919,12,1,00
"Fire Above, Ice Below",Agalloch,spotify:track:0xdcWEV8BP3xuZRuibkXo1,0.4,0.871,7,-4.914,0,0.0506,0.000283,0.813,0.361,0.126,132.012,629173,3,22.35277,21,0,00
Ten,Parts & Labor,spotify:track:6vSwfQIcybCa3FUZFSZvZC,0.0858,0.929,6,-5.755,1,0.138,0.000745,0.834,0.57,0.12,169.809,28920,4,0.0,2,0,00
Walk A Little Straighter,Billy Currington,spotify:track:3QDGFN2gid9XJ9RUktUxdO,0.56,0.41,8,-7.214,1,0.0259,0.482,0.0,0.119,0.187,131.915,222280,4,42.73577,9,1,00
El Orden del Universo - Gravy Indie Union Remix,D3ndron,spotify:track:5rUdFTUT2Mgnbk0gLJ9QEj,0.779,0.946,0,-6.069,1,0.0636,0.00485,8.16e-05,0.189,0.604,119.945,310067,4,64.82979,13,0,00
You're My Better Half,Keith Urban,spotify:track:06ySRvEnrUxZZ9ml3VO2TY,0.655,0.747,4,-4.41,1,0.0333,0.0369,1.29e-06,0.0449,0.613,118.054,239400,4,23.15763,12,1,00
Shakara,Fela Kuti,spotify:track:7ahuB6eBMgz9jGm6AMLHuM,0.648,0.713,10,-6.622,0,0.0421,0.27,0.0504,0.205,0.611,120.352,805733,4,78.13706,29,0,00
Leaving This,Novembers Doom,spotify:track:1YI2IFvvkc21VjaHzXrTB6,0.165,0.689,2,-6.745,0,0.0327,9.42e-05,0.158,0.0722,0.0883,82.448,448067,3,36.06022,17,0,00
Hate It Or Love It,The Game Featuring 50 Cent,spotify:track:2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,4,38.8086,12,1,00
Neva Eva,Trillville,spotify:track:6QwwsJC57SitPcWuyEpuwd,0.777,0.81,7,-4.968,1,0.0462,0.0192,0.0,0.0861,0.787,78.021,276320,4,41.99645,13,1,00
Sognare,División Minúscula,spotify:track:3EYPZf5gtyU9suVqTWChzk,0.568,0.734,10,-4.108,1,0.0279,0.00885,1.29e-06,0.162,0.642,99.993,313933,4,29.48074,10,0,00
Over You,Daughtry,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,0.423,0.922,3,-2.602,1,0.0411,0.017,0.0,0.102,0.567,156.063,204853,4,23.03406,11,1,00
Pretty Wings,Maxwell,spotify:track:22NLm3IIR9NLG0cUYtmHMW,0.563,0.402,9,-10.496,1,0.0668,0.252,2.07e-06,0.0886,0.2,115.561,310520,4,100.00688,10,1,00
Dance of Lust,Freakshow,spotify:track:1ZlCP70vdRmQI4qMvPpXIS,0.452,0.983,2,1.137,0,0.0694,0.00136,0.000192,0.133,0.556,148.829,216880,4,52.53548,13,0,00
Last Resort,Papa Roach,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,4,22.41895,11,1,00
Rock Discreetly,Rhune Kincaid,spotify:track:6RgR614putlhuLuTcJtEE5,0.531,0.91,0,-6.831,1,0.13,0.0025,0.000422,0.109,0.266,145.048,117907,4,61.67736,4,0,00
Willst du mich für immer - Dance Remix,Michelle,spotify:track:5y6HawmNk07CHySjjNKuqA,0.691,0.839,3,-7.449,1,0.0263,0.0604,0.153,0.264,0.806,130.992,245653,4,53.60612,9,0,00
Metal Firecracker,Lucinda Williams,spotify:track:2a0L5f7Xr9ESaf17EIDvE8,0.585,0.656,0,-7.289,1,0.038,0.00522,0.0,0.0774,0.717,123.531,209653,4,56.64349,9,0,00
Pull Over,Trina,spotify:track:6M33HiUHLC3R3gfXYNGMAy,0.955,0.768,1,-5.54,0,0.181,0.0134,0.0,0.308,0.741,125.04,194293,4,23.83386,10,1,00
Like Red On A Rose,Alan Jackson,spotify:track:1ayFArNqsYgGT8gWWSscTD,0.598,0.315,11,-9.83,1,0.0282,0.634,0.191,0.0825,0.172,96.684,213307,3,38.34967,9,1,00
Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,spotify:track:3XabgBQYC7H80agKcAq83Y,0.937,0.695,0,-6.932,1,0.134,0.000577,3.19e-05,0.295,0.457,99.997,278707,4,20.82038,11,1,00
Mass of Lords,Jon Kennedy,spotify:track:05bg2rg77FfmpHdSfmo9SB,0.625,0.944,7,-10.45,1,0.0457,0.000268,0.368,0.142,0.637,135.033,217267,4,44.93304,11,0,00
Evaroora - Mohanam - Misra Chappu,Neyyattinkara Vasudevan,spotify:track:1GESMbuEZlYThRwKIANXtR,0.577,0.657,7,-8.13,1,0.113,0.42,0.00129,0.0859,0.298,152.517,1661120,4,15.79032,61,0,00
Size Matters (Someday),Joe Nichols,spotify:track:6AuUXX8vRuLccpJvgHoR86,0.562,0.754,5,-5.163,1,0.0392,0.0199,0.0,0.311,0.676,175.021,170960,4,39.71916,9,1,00
You'll Think Of Me,Keith Urban,spotify:track:68Iw932AjRCDEPLIzpmOtF,0.581,0.49,2,-10.657,1,0.0355,0.366,7.51e-06,0.101,0.454,82.881,293600,4,42.94932,10,1,00
While You Loved Me,Rascal Flatts,spotify:track:2rsjgtDbLeSYttYBPL5L1m,0.504,0.596,5,-4.412,1,0.0279,0.239,0.0,0.0972,0.168,142.051,209933,4,38.99353,10,1,00
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,spotify:track:6o3s08kk2fQI37vxGZDrJ1,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387,4,23.45474,11,1,00
"Bump, Bump, Bump",B2K & P. Diddy,spotify:track:74jMwg2zsFMICzW3Wems6h,0.833,0.681,1,-6.028,0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533,4,23.11831,10,1,00
Funeralopolis,Electric Wizard,spotify:track:6DU1WKdUnR7OZkw7BZl9P0,0.0811,0.658,11,-6.804,1,0.051,1.41e-05,0.903,0.111,0.251,62.825,523333,4,24.52345,16,0,00
The Hardcore Massive,Scooter,spotify:track:4IFVfkljTHE6b26xcvMiHg,0.688,0.995,8,-6.518,1,0.0568,0.00167,0.878,0.455,0.159,145.996,265541,4,53.13951,12,0,00
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,spotify:track:68Zq7PMcPIQE8ol1x3gAqw,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,4,39.73121,13,1,00
Stole,Kelly Rowland,spotify:track:4CTX9iU2a0Q9vM2T4YMUQL,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,249293,4,52.60902,11,1,00
Infinity,The xx,spotify:track:17eEVo7K960G9wGKNS6rag,0.626,0.267,9,-13.962,1,0.0301,0.812,0.882,0.111,0.142,109.191,313387,4,34.09603,15,0,00
A Brief Walk in the Sea,Near The Parenthesis,spotify:track:1O3wMxzAagYQ336rdfH9bQ,0.157,0.58,0,-12.5,0,0.0438,0.762,0.925,0.124,0.183,191.214,424867,5,32.68671,15,0,00
Afterhours - deadmau5 Electro House Remix,Melleefresh,spotify:track:6MArFHinfdGq5mKrFIupax,0.829,0.672,11,-7.022,0,0.128,0.000198,0.314,0.0502,0.621,127.979,333750,4,30.00636,11,0,00
Bludgeoned to Death,Suicide Silence,spotify:track:4PBOwceSDbHT7qiwUsBNQR,0.271,0.985,1,-3.756,1,0.127,2.22e-06,0.738,0.401,0.316,116.024,154107,3,63.81561,5,0,00
"Collage #1 (""Blue Suede"")",James Tenney,spotify:track:70klYxQLBSSonN3KrbNU0l,0.31,0.707,11,-12.054,1,0.509,0.912,0.0562,0.108,0.37,56.028,206067,4,17.18683,9,0,00
Oxygen Corrosion,Insect Warfare,spotify:track:0pbqL0YsmbwdzRdEVRg7bK,0.222,0.994,1,-5.394,1,0.125,0.000107,0.000408,0.181,0.0247,66.222,53453,3,0.0,2,0,00
That's How Country Boys Roll,Billy Currington,spotify:track:7KnMHRj5xqsOGLv8lGCPa6,0.677,0.919,2,-3.009,1,0.0344,0.054,1.48e-06,0.113,0.902,120.961,224267,4,22.10361,11,1,00
Taste of Blood,Slaughter Lord,spotify:track:6j2MEc7WIrDzfMUs3iSopy,0.191,0.989,11,-10.553,0,0.329,0.0229,0.249,0.356,0.0377,85.219,197307,4,43.00753,9,0,00
Then They Do,Trace Adkins,spotify:track:7tUZJ2ZcRZXYZQlV7CsMB2,0.448,0.453,10,-6.563,1,0.0286,0.273,0.000342,0.0751,0.359,149.815,270893,4,29.33115,15,1,00
ObZen,Meshuggah,spotify:track:4PHppm7v48ys7YrVelKSYq,0.149,0.999,5,-4.225,1,0.114,3.17e-06,0.91,0.518,0.322,85.03,264413,4,45.46376,11,0,00
Walking On A Dream,Empire of the Sun,spotify:track:0mBkoM8r7KAQzZij5swTUL,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,198440,4,31.29151,9,0,00
U Remind Me,Usher,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,266893,4,37.0818,14,1,00
Sheena Is A Parasite,The Horrors,spotify:track:4gQP59lYowoVb9hlYMKboc,0.267,0.932,9,-4.981,0,0.158,2.42e-06,0.174,0.0396,0.411,172.318,102440,4,22.97723,5,0,00
Rock of Gibraltar,Trumans Water,spotify:track:0MwzDfNlkrjO8fkjAdQgJD,0.158,0.839,2,-4.326,1,0.086,2.45e-05,0.928,0.113,0.134,132.885,171693,4,114.44852,6,0,00
Could It Be,Jaheim,spotify:track:1eDmhyYxYa8VG360HVPzUh,0.655,0.553,9,-6.854,0,0.0891,0.0636,1.73e-05,0.126,0.531,70.033,224667,4,23.93606,7,1,00
Death Metal,Vader,spotify:track:7xQRR6gqZkngT3AFpUiKlF,0.214,0.959,9,-4.791,1,0.123,3.89e-05,0.864,0.0865,0.298,126.606,158360,4,63.70952,6,0,00
Beer For My Horses,Toby Keith Duet With Willie Nelson,spotify:track:7E2DqvnVtbIrFrL5X6YH9Q,0.717,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005,204000,4,30.96252,12,1,00
Sen No Yoru Wo Koete,Aqua Timez,spotify:track:1N96Zrw2aAQVA9baB0gXPq,0.377,0.777,1,-3.784,1,0.0307,0.0422,0.0,0.118,0.519,87.808,293187,4,36.70331,12,0,00
Balla Baby,Chingy,spotify:track:6HFXjB2fvQUBuE3B5kmvfW,0.928,0.643,11,-5.48,0,0.0759,0.0527,0.0,0.0988,0.895,93.006,215907,4,26.76394,9,1,00
I'm a Metal Head (Reprise),Apokalyptic Raids,spotify:track:01WpWVOHUCe7yICDPHwesF,0.266,0.949,8,-8.649,1,0.0531,0.000103,0.121,0.0739,0.232,160.623,65000,4,32.90386,4,0,00
Locked Up,Akon Featuring Styles P.,spotify:track:0YUrjFy4qFKOO5NhM9tYdV,0.828,0.58,7,-4.395,1,0.0941,0.0255,0.0,0.103,0.407,89.973,235067,4,34.37934,10,1,00
I,Benn Jordan,spotify:track:46uuuGgjsgmD7mYFBJul5J,0.268,0.346,10,-18.869,1,0.0307,0.75,0.828,0.283,0.376,144.313,186228,4,21.14103,7,0,00
Even The Sand Is Made Of Seashells,Thursday,spotify:track:4W9F7z80oilOCTLIDsXdvS,0.289,0.781,10,-5.981,0,0.037,0.0195,0.0633,0.128,0.194,120.259,250493,4,28.89805,13,0,00
Honey,Erykah Badu,spotify:track:2z4ypE6YI1mybsczNx4eRU,0.399,0.802,6,-7.869,0,0.35,0.0273,0.00387,0.187,0.437,87.818,320973,4,41.45883,14,1,00
Exterminate Annihilate Destroy,Rotersand,spotify:track:7nkE8IOqy4ZYFIjpd3CQMa,0.574,0.921,0,-5.747,0,0.0695,0.00157,0.475,0.669,0.257,121.995,317173,4,33.4943,6,0,00
If I Had Eyes,Jack Johnson,spotify:track:3FnkZFv7kbxwlgaLgbqeDc,0.794,0.569,2,-8.057,1,0.0371,0.663,0.00343,0.0898,0.706,92.915,238813,4,33.51435,12,1,00
Barlights,fun.,spotify:track:4HBeHxm71PBKrc6MGtnAaZ,0.553,0.724,9,-5.531,1,0.067,0.16,0.0,0.0959,0.508,133.978,257360,4,37.96721,8,0,00
Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,spotify:track:0cv1Mnb47oMvjVKMc2cyZw,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267,4,28.70291,9,1,00
Ain’t No Punk,Do Or Die,spotify:track:3HBqW9YwtLl92snLI9PEuu,0.862,0.633,6,-6.152,1,0.121,0.0401,1.38e-06,0.132,0.246,129.913,249533,4,19.00151,10,0,00
Main Naiyon Bolna,Bally Sagoo,spotify:track:6b04yst6iSkPBN5gXUw60v,0.818,0.517,7,-7.196,1,0.108,0.0587,0.00139,0.13,0.52,92.997,357093,4,38.89224,15,0,00
You're Beautiful,James Blunt,spotify:track:7j6C8ITuzhA7GHmj2z9mSd,0.66,0.183,3,-15.238,1,0.068,0.994,0.928,0.119,0.218,78.936,177066,4,28.33464,10,1,00
Yo (Excuse Me Miss),Chris Brown,spotify:track:7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,229040,4,41.29358,11,1,00
If You Ever Stop Loving Me,Montgomery Gentry,spotify:track:7zywdG4ysfC5XNBzjQAo2o,0.443,0.885,7,-6.172,1,0.0414,0.123,3.09e-05,0.28,0.536,185.034,202760,4,44.8832,9,1,00
She Never Cried In Front Of Me,Toby Keith,spotify:track:4CA1ZvDNhoaCJcozvGP8WH,0.458,0.621,7,-4.553,1,0.0306,0.374,0.0,0.0999,0.34,145.904,239507,4,53.25203,11,1,00
Get The Party Started,P!nk,spotify:track:02jcEwywffn3Tsb48fXmlW,0.802,0.904,11,-3.267,0,0.0459,0.00108,0.0,0.173,0.961,128.931,192533,4,72.87538,7,1,00
We Made You,Eminem,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,4,26.34673,13,1,00
Oklahoma,Billy Gilman,spotify:track:2TIzsX5IvHW2ppG5PD7Qma,0.42,0.268,1,-10.217,1,0.0332,0.484,0.0,0.0892,0.27,138.595,244000,4,44.34768,11,1,00
She Let Herself Go,George Strait,spotify:track:1mIQiN9xMz58kfQO6wjOeX,0.659,0.572,6,-7.817,0,0.0252,0.0888,1.08e-05,0.0813,0.386,113.987,198213,4,28.14129,9,1,00
Big Girls Don't Cry,Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,0.708,0.641,7,-4.296,1,0.0336,0.205,0.0,0.0945,0.253,113.082,268120,4,74.80411,10,1,00
Sweet And Low,Augustana,spotify:track:1W4c3lEi67BG5Ev7CgYqNi,0.443,0.727,11,-4.455,1,0.0315,0.00572,0.000845,0.106,0.407,151.93,214067,4,30.76823,11,1,00
Djazeria,Mon Cote Punk,spotify:track:2UHz6N97V7BVINyGvs1pHi,0.729,0.749,11,-6.651,0,0.208,0.664,0.0,0.132,0.793,85.965,193187,4,32.40331,9,0,00
Already Gone,Sugarland,spotify:track:6Gd842MwS4ySeBdQTU09sh,0.48,0.596,1,-5.844,1,0.03,0.214,1.06e-05,0.151,0.332,154.769,275867,3,31.39965,12,1,00
After Party,Koffee Brown,spotify:track:5cvMzT7kEvcxcdtcJz1vQY,0.802,0.552,5,-4.796,0,0.0503,0.0492,1.7e-06,0.0224,0.601,105.481,214560,4,45.95399,7,1,00
I Love Rock,Oneida,spotify:track:7now6xoy3GNgJHvwSxPqbu,0.131,0.949,9,-6.243,1,0.12,0.000824,0.476,0.142,0.148,187.127,230240,3,51.11584,9,0,00
Never Wanted Nothing More,Kenny Chesney,spotify:track:2q49JWdTqa951SdCXZW44g,0.528,0.742,7,-7.044,1,0.0526,0.0412,1.99e-05,0.236,0.746,177.842,207720,4,21.1097,11,1,00
At The End Of The Day,Amon Tobin,spotify:track:2kmOzndbVl8GomtgVGmEHS,0.465,0.78,8,-7.064,1,0.0323,0.264,3.68e-05,0.35,0.329,81.989,192200,4,50.52402,7,0,00
Bizarre Disco Junky,Synapscape,spotify:track:6fFHtMdeFXk26WxooZFzhm,0.331,0.752,5,-4.438,1,0.11,0.000246,0.0678,0.146,0.286,119.388,294040,1,56.4155,10,0,00
Suspended by the Throat,Job For A Cowboy,spotify:track:3mdrXhIO3XOoS8MMSx8o12,0.304,0.957,7,-4.909,1,0.203,2.51e-05,0.829,0.181,0.299,117.573,255120,3,45.05235,11,0,00
Velonica,Aqua Timez,spotify:track:2wKFFJkshZruKwGWnXFtqE,0.489,0.914,7,-4.188,1,0.0483,0.000183,0.0,0.137,0.545,136.917,281173,4,21.50399,14,0,00
You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,spotify:track:56LfnhlS3xvjtCpXWOxleW,0.574,0.949,5,-2.799,1,0.0383,0.00881,3.82e-05,0.277,0.755,114.271,208933,4,19.52347,12,1,00
