,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era,spotify_explicit,spotify_track_number,spotify_release_date,spotify_disc_number,spotify_album_total_tracks,spotify_album_type,spotify_album_uri,spotify_artist_count,spotify_track_type,spotify_num_markets
1330,Por você,Barão Vermelho,spotify:track:59ONqMEvrUq2iaiQbfRc3q,0.645,0.535,4,-8.555,1,0.0286,0.157,1.8e-05,0.72,0.5,136.464,212493,4,38.82699,11,0,90,False,5,1990-09-25,disc_number,14,album,spotify:album:7fLEv3V5H8p1cKB9Uq0Exc,1,track,178
1331,Cold To The Touch - Bonus Track,The Brian Jonestown Massacre,spotify:track:43NpKkueWyCJ01FCg3sHbE,0.384,0.592,4,-8.84,1,0.0248,0.0382,0.553,0.127,0.462,87.251,202160,4,69.09612,8,0,90,False,14,1996-06-09,disc_number,14,album,spotify:album:6A7Eja5un4Bho0swBTvh2r,1,track,176
1332,My Way,Usher,spotify:track:5PIveStlGgjVL54GpVcqxr,0.815,0.521,5,-8.178,0,0.136,0.0105,0.0,0.0509,0.887,90.079,214853,4,43.41804,10,1,90,False,5,1997-09-16,disc_number,10,album,spotify:album:0fQdoem8dnrl80YcZzQ8f0,1,track,178
1333,Never There,Cake,spotify:track:7aKWgpecgLEqisWcXPElDl,0.761,0.735,9,-8.171,0,0.043,0.0426,0.0838,0.0917,0.592,125.815,164267,4,24.52657,8,1,90,False,3,1998-02-05,disc_number,13,album,spotify:album:1vbpW28Od2ATmVyAZ0QZ3j,1,track,164
1334,Caballo Pelotero,El Gran Combo De Puerto Rico,spotify:track:7d4e4Q4Oow084u95a5iuG9,0.718,0.653,4,-5.807,0,0.0583,0.651,1.43e-05,0.0375,0.905,96.736,191440,4,50.87392,9,0,90,False,7,1992,disc_number,32,album,spotify:album:0MSAzzmVUM8w8sAVey6Nud,1,track,173
1335,Walk On By,Sybil,spotify:track:2FDIwfqSI44hVE9D6RmLQQ,0.682,0.722,9,-7.599,1,0.0496,0.013,0.000816,0.0338,0.904,95.753,247267,4,30.4841,13,1,90,False,2,1997,disc_number,13,compilation,spotify:album:6aOF3agLPNHtnLx0A5GaJM,1,track,176
1336,Desire to Fire,Machine Head,spotify:track:4HVymfRIpYsw37K0at1FbK,0.32,0.983,1,-6.254,0,0.122,0.00022,1.57e-05,0.226,0.184,104.141,288600,4,28.46611,12,0,90,True,2,1999-01-01,disc_number,12,album,spotify:album:3hOfgUH1xNzCeJgANjO5dA,1,track,178
1337,Osmosis,Moebius,spotify:track:4KimVd8rIa4vjQ2oi0MSVA,0.569,0.506,0,-12.785,1,0.0268,0.577,0.875,0.117,0.289,150.041,381173,4,51.78883,16,0,90,False,1,1992,disc_number,11,album,spotify:album:1e7oGSxddHczrA9mV4CLQS,2,track,177
1338,Party Ain't A Party,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",spotify:track:3plNsz0KQaJjtW75gYTMEn,0.744,0.803,7,-6.445,1,0.202,0.0259,0.0,0.555,0.574,94.088,250200,4,24.37189,11,1,90,True,6,1997-01-01,disc_number,13,album,spotify:album:5qFxfTMR6bzWVpmC1baGie,1,track,178
1339,Figure Of Eight,Paul McCartney,spotify:track:4o89rVjs2NpDQbhQmURsRs,0.723,0.595,4,-9.159,1,0.0301,0.158,0.000476,0.117,0.564,114.106,207200,4,15.68021,9,1,90,False,7,1989-06-05,disc_number,13,album,spotify:album:7sS1d6HeGvQVmD4t94VrAo,1,track,178
1340,I Could Not Ask For More,Edwin McCain,spotify:track:14J3PO0VnhtcRa31r7Aj1L,0.507,0.71,5,-5.02,1,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,273573,4,30.43931,13,1,90,False,5,1999-06-04,disc_number,12,album,spotify:album:4DBeYVhZZiPNvpco55j8KW,1,track,178
1341,I'll Get By,Eddie Money,spotify:track:2zYWVAsSGYtXVemcXlKpqL,0.477,0.563,9,-6.089,1,0.0279,0.578,0.0,0.0702,0.19,69.964,212200,4,32.36731,8,1,90,False,13,1977,disc_number,15,compilation,spotify:album:24WAUPqhxqUbdbcRDHQ8Yr,1,track,177
1342,What I Need,Crystal Waters,spotify:track:4dzpbWctl1H442dw1lewpz,0.769,0.847,2,-8.828,1,0.0839,0.0136,0.00119,0.108,0.647,123.157,284267,4,44.07279,12,1,90,False,7,2001-08-14,disc_number,12,compilation,spotify:album:1bY1NGjPEnOcor2G7C7S6u,1,track,178
1343,"Sol, arena y mar",Luis Miguel,spotify:track:3pJlTmnEjkf1u9Bualfo8X,0.684,0.753,5,-5.834,0,0.0483,0.268,3.3e-06,0.3,0.713,104.919,197933,4,53.21192,10,0,90,False,3,1999-09-13,disc_number,12,album,spotify:album:59hPa94rgOLoOBKHz98i7n,1,track,178
1344,Last Place You Look,The Get Up Kids,spotify:track:2y3iR2MWZiWKeZwmrHICmQ,0.389,0.811,9,-9.182,1,0.0644,0.00107,0.00512,0.16,0.706,99.242,150667,4,35.35702,6,0,90,False,7,1997-09-30,disc_number,11,album,spotify:album:55ClRfRsxY2bB3E72MekaC,1,track,177
1345,Trouble Blues,McKinley Mitchell,spotify:track:64NjhlFN9upW51pWnJ7uAS,0.319,0.41,7,-11.586,1,0.0437,0.534,0.0,0.111,0.461,187.527,212533,3,35.03362,11,0,90,False,9,1992-11-25,disc_number,16,album,spotify:album:11amZLOJuPq3XSOjxC6Kgp,1,track,178
1346,Train on the Island,Hazel Dickens,spotify:track:5uI7caUGXYxH6pYhkRxq1z,0.391,0.529,6,-11.095,1,0.0329,0.845,0.0858,0.065,0.902,161.304,104427,4,21.8393,6,0,90,False,10,1996-05-21,disc_number,26,album,spotify:album:47foG5gtaTxSEmEM141ckO,2,track,177
1347,Getto Jam,Domino,spotify:track:2mGxDOaHdBWnJY7V0In8Vx,0.802,0.547,9,-12.085,1,0.131,0.0312,1.34e-06,0.326,0.492,86.576,259280,4,40.49148,13,1,90,True,2,1993,disc_number,10,album,spotify:album:0RePnBPZPGezxSLMAKXBzR,1,track,5
1348,At The Jazz Band Ball,Original Dixieland Jazz Band,spotify:track:0hzciZs2uDG4s5kxEK1D0x,0.51,0.579,2,-12.781,0,0.0449,0.992,0.887,0.405,0.894,125.018,159160,5,49.18782,7,0,90,False,3,1992,disc_number,37,album,spotify:album:3jgqADR5t7Fr7OLlnxAsbE,1,track,178
1349,Hideous Mutant Freaks,Axiom Funk,spotify:track:6LAZs8vmEfKKIaUHbHvxXW,0.638,0.73,6,-12.12,0,0.123,0.0426,6.08e-05,0.103,0.713,98.736,441173,4,34.02328,17,0,90,False,1,1995-01-01,disc_number,16,album,spotify:album:7aoK7Ur4zqvoanHVQKcXxf,1,track,3
1350,A Song For Mama,Boyz II Men,spotify:track:6FuJokk9FHx0E00SZ8ib8X,0.569,0.44,7,-8.948,1,0.035,0.471,0.0,0.143,0.151,75.001,303373,4,27.48036,14,1,90,False,5,1997-03-23,disc_number,13,album,spotify:album:4zLchzG29ngh0MJgiy5GQx,1,track,3
1351,As I Lay Me Down,Sophie B. Hawkins,spotify:track:6S8ZXzeXsfCj8qi9179McI,0.519,0.737,10,-8.7,1,0.0437,0.645,1.77e-06,0.271,0.668,82.999,248893,4,51.18119,7,1,90,False,4,1994-07-21,disc_number,11,album,spotify:album:2oKbwv9ClTQKWHHTKCqN59,1,track,178
1352,You Let Me Down / Fried Chicken,Limpopo,spotify:track:3ER30mExueP6JepYyo2DR5,0.567,0.707,7,-8.429,1,0.0574,0.758,1.06e-06,0.0839,0.971,140.735,161827,4,29.54689,8,0,90,False,18,1991-12-02,disc_number,20,album,spotify:album:3dUQFdkhSMZNYEaMo2Vqdc,3,track,177
1353,Come Fall On Us (Psalm 50) [Remastered 2017],Enter The Worship Circle,spotify:track:6Fiaqy1BspAev3sk4NfVNe,0.492,0.764,1,-8.537,0,0.107,0.307,4.56e-05,0.2,0.168,176.044,391093,4,17.59332,17,0,90,False,15,1999-01-01,disc_number,16,album,spotify:album:4Dq3Jw9W5EyOdNG6LOhSUx,4,track,178
1354,Estrela,Gilberto Gil,spotify:track:0EIk5Bmj2QK4q6yGhwCGW7,0.746,0.576,4,-10.507,1,0.0298,0.491,0.00494,0.0636,0.812,122.614,266307,4,28.00016,11,0,90,False,3,1997-01-01,disc_number,26,album,spotify:album:45wDa0tnjpWF1lDAHAQ6fE,1,track,178
1355,Tonight's The Night,BLACKstreet,spotify:track:3scEwKiAkfdPUdZ6k1AEoW,0.585,0.573,6,-5.561,0,0.0759,0.133,1.12e-05,0.173,0.591,76.06,258027,4,39.7865,10,1,90,False,16,1994-01-01,disc_number,20,album,spotify:album:26yshjRCAGf1mLJtfTrlsb,2,track,178
1356,Minha Namorada,Bossa Jazz Trio,spotify:track:3Cx5DKnq9Oy0QarJvz1MxJ,0.697,0.546,5,-10.127,1,0.0288,0.314,0.913,0.1,0.545,117.002,188067,4,23.43218,11,0,90,False,10,1999-01-01,disc_number,14,album,spotify:album:570dwoFnoiESgkCtZSaUaR,1,track,178
1357,Cell Therapy,Goodie Mob,spotify:track:5wvxRlpUTSX9CE52yFZsIY,0.849,0.476,0,-10.479,1,0.445,0.0966,0.0,0.105,0.48,83.21,277133,4,22.8208,10,1,90,True,5,1995-11-06,disc_number,19,album,spotify:album:6cKgDS8oVcCNw9EjQf66er,1,track,178
1358,Afraid To Get Close,Iggy Pop,spotify:track:3Fd5Bz3YF5Ms4sHW7haPRV,0.35,0.334,9,-16.171,0,0.0473,0.78,1.01e-06,0.0916,0.399,136.245,61867,3,35.93622,4,0,90,True,5,1999-01-01,disc_number,13,album,spotify:album:3CVnxmcJy6gCrkh6lFY0fm,1,track,177
1359,Winter Wonderland,Red Garland Trio,spotify:track:55wJTnZZLYiUNq3mm8CrCX,0.569,0.335,0,-13.823,0,0.0358,0.853,0.691,0.115,0.491,78.391,320973,4,73.16866,11,0,90,False,5,1993-01-01,disc_number,12,compilation,spotify:album:4EPPD8RT87RS2a2PrTf2Qh,1,track,137
1360,Every Time I Close My Eyes,Babyface,spotify:track:2ezqQeBiC72gwMJoO4w1hA,0.655,0.417,5,-7.702,1,0.025,0.0624,0.0,0.0965,0.279,143.674,296267,4,17.23807,16,1,90,False,1,1996-10-29,disc_number,13,album,spotify:album:66Vhr3F0vp90jhQUlcf4Sk,2,track,178
1361,Top Of The World,Trevor Jones,spotify:track:0WbbtKCQA9YrIRoHzRoa3t,0.169,0.173,2,-15.978,0,0.0382,0.0192,0.89,0.121,0.0495,126.997,165667,3,31.16431,12,0,90,False,9,1992-01-01,disc_number,16,compilation,spotify:album:71NrwUZGV90FcwYjfq8D9h,1,track,2
1362,The Witch,Rosetta Stone,spotify:track:3wnntc87QqNIh12CUsuqzq,0.451,0.684,0,-10.169,1,0.0324,0.003,0.11,0.166,0.432,160.008,180107,4,50.12825,8,0,90,False,3,1993,disc_number,10,album,spotify:album:4gtEJI7W3W0RCtAuR2EDw4,1,track,177
1363,Que Es Eso Rock & Roll,Sírex,spotify:track:70fHmPHMbTqHfMwWI3Wc7d,0.547,0.837,0,-5.1,1,0.0763,0.0781,0.0,0.254,0.794,96.882,140413,4,25.66105,9,0,90,False,1,1999-11-28,disc_number,13,album,spotify:album:3fBgIHGGc8q2sX3mVZ1VIi,2,track,178
1364,Noches de Tu Piel,La Castañeda,spotify:track:2YJV5BX5npoh8FjwNmMbiP,0.603,0.755,7,-8.211,0,0.0281,0.127,1.41e-05,0.278,0.338,114.169,311400,4,34.61664,10,0,90,False,19,1997-07-05,disc_number,19,album,spotify:album:4TC8pE18FdImaDP8ql30QA,1,track,178
1365,Keep Tryin',Groove Theory,spotify:track:0MXNzVX7zTva4U569d5oOq,0.634,0.598,2,-10.415,1,0.0962,0.0997,0.00035,0.298,0.729,83.082,260440,4,49.25773,9,1,90,False,11,1995-07-25,disc_number,14,album,spotify:album:0VVegiriO1eyyfOKrLmxtc,1,track,178
1366,Harmless,Mulberry Lane,spotify:track:2A1147VNdojpG20qZscTKG,0.439,0.863,4,-6.335,1,0.0484,0.0292,0.0,0.376,0.726,181.766,230427,4,39.4136,10,1,90,False,1,1999-01-01,disc_number,10,album,spotify:album:5dGY5ezHU4iWLJbno1whLM,1,track,178
1367,Meanwhile,George Strait,spotify:track:58cy25QMhRxpDpYWaEsTRZ,0.518,0.459,7,-6.289,1,0.0283,0.0396,0.00116,0.145,0.165,124.126,210440,3,46.41504,7,1,90,False,14,2017-12-01,disc_number,56,album,spotify:album:0fUTBWVkqM9Ai7HV4RnWRd,1,track,178
1368,Sunshine,Coko,spotify:track:5YEpXBb9dyffXRaC0nSuCE,0.595,0.815,7,-4.034,1,0.0357,0.166,9.95e-05,0.339,0.437,94.905,247733,4,84.25079,9,1,90,False,3,1999-08-09,disc_number,12,album,spotify:album:349c7C93trtzAOYXuUcAAP,1,track,175
1369,Sleeping In My Car,Roxette,spotify:track:0CicjlSiN0HdzD2nigN9j4,0.546,0.85,6,-4.315,1,0.0322,0.0123,0.0,0.193,0.584,135.162,214160,4,46.6953,9,1,90,False,14,1995-10-23,disc_number,18,compilation,spotify:album:6Zd1OLqFX5geleqvJ9xtAL,1,track,178
1370,Where You'll Find Me Now,Neutral Milk Hotel,spotify:track:4y1KNTEo6U4Ctu1RxVcMo3,0.358,0.328,0,-16.0,1,0.0306,0.044,0.0407,0.472,0.155,92.898,244067,4,55.95248,8,0,90,False,6,1996-03-26,disc_number,12,album,spotify:album:61JMheCQqO6UsoR8H3QZDK,1,track,0
1371,Abrir os Olhos,Resgate,spotify:track:3WRXhDNqO9GlPvJ5TFdLPo,0.552,0.807,8,-10.949,0,0.0371,0.0091,3.7e-06,0.308,0.394,98.995,174341,4,57.93754,8,0,90,False,3,1995-05-05,disc_number,14,album,spotify:album:35qJWkRZQTkIHC8DbDv4YC,1,track,178
1372,Give It Up,Public Enemy,spotify:track:60XB3lgW3j3G5HeVeNgDL7,0.73,0.773,0,-6.135,1,0.172,0.0538,0.0,0.592,0.554,94.57,271427,4,24.02109,10,1,90,True,3,1994-08-23,disc_number,21,album,spotify:album:1d54JmPCKGYd8mFT61eAKW,1,track,178
1373,Lockdown,Madball,spotify:track:4lDpLI46gVH6nfz3AQYoAm,0.401,0.968,11,-6.681,1,0.124,0.000294,0.000451,0.121,0.278,90.226,105133,4,51.03063,5,0,90,True,2,1994-07-25,disc_number,14,album,spotify:album:13DHqlzDQfKsvJc69fkElW,1,track,178
1374,You Better Mind,Ella Jenkins,spotify:track:1ZvCVfu0NYlfohpURUGtBv,0.502,0.304,11,-12.144,0,0.0459,0.987,0.0,0.284,0.419,80.118,177067,4,25.15019,9,0,90,False,15,1998-10-20,disc_number,19,album,spotify:album:282a8mlindGXl873PxTues,1,track,175
1375,The Most Beautifullest Thing In This World,Keith Murray,spotify:track:4G0AYabT91GhjqVdIdBwWH,0.726,0.622,0,-10.322,1,0.335,0.0981,0.0,0.315,0.51,93.217,223573,4,50.10101,11,1,90,False,2,1999-09-11,disc_number,14,album,spotify:album:6kFbZNwvkBUExP9HLe7HZA,1,track,60
1376,A Map of the World,Pat Metheny,spotify:track:6YNhBu9aH9peotq0gsLgkq,0.393,0.157,5,-17.321,1,0.0363,0.825,0.829,0.16,0.114,104.053,338573,3,20.07169,18,0,90,False,1,1999-11-05,disc_number,28,album,spotify:album:1HdTYGSZuMBl3Ko1Rjc2bE,1,track,178
1377,The Sound Of Your Voice,38 Special,spotify:track:6ZfTwIVeXIe5SmQPzLEhsW,0.616,0.786,4,-9.973,1,0.0281,0.0148,0.0,0.224,0.79,136.043,299600,4,19.3959,15,1,90,False,1,1991-01-01,disc_number,13,album,spotify:album:6x2aHcC68KyfkmkEOeMozn,1,track,177
1378,Whatcha Gone Do?,Link,spotify:track:1oPKnJv14YIAbEw4Xw1sAN,0.765,0.613,11,-7.935,1,0.0319,0.171,2.19e-05,0.163,0.937,93.811,259162,4,32.65842,12,1,90,False,3,2016-04-29,disc_number,16,album,spotify:album:1u4KCF74p7JhxexnLopbYR,1,track,178
1379,Another Night,Real McCoy,spotify:track:3pEuO9J2MTEmec8kUfYYvl,0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933,4,40.54748,12,1,90,False,1,1995-03-28,disc_number,11,album,spotify:album:0m4EUHpp4mVnV8AWHT7T7x,1,track,165
1380,Friend Of Mine,Kelly Price,spotify:track:35irxCsC8QXJ1IN0eioD3H,0.742,0.366,10,-8.346,0,0.0308,0.35,0.0,0.0707,0.401,109.865,377507,4,31.40693,18,1,90,False,13,1998-01-01,disc_number,13,album,spotify:album:0k75jOkzHNHY3IdmjyZA9u,3,track,87
1381,Little Good-Byes,SHeDAISY,spotify:track:5ZX3IrB9tPxOoBZdXILNpy,0.56,0.692,1,-6.438,1,0.0302,0.112,0.0,0.0638,0.698,83.588,200693,4,25.06532,8,1,90,False,1,1999-01-01,disc_number,11,album,spotify:album:5BHdYUWdjWEF0Ns2eh6QhQ,1,track,175
1382,Compréndala,Cardenales De Nuevo León,spotify:track:1hoWZj7mw3khkTYobkDgcM,0.782,0.647,2,-8.59,1,0.0678,0.454,0.0,0.101,0.813,102.387,206733,4,39.75275,11,0,90,False,1,1998-01-01,disc_number,11,album,spotify:album:4y46IJXRYnKC1Hubv0Nbcz,1,track,2
1383,Computer Explorer,Dick Walter,spotify:track:7b5NtE8RMMNRxe96AgHBfD,0.706,0.696,8,-20.837,1,0.0882,0.84,0.97,0.137,0.509,98.026,64067,4,32.14305,4,0,90,False,25,1994-10-13,disc_number,28,compilation,spotify:album:78nqkSOEPzAKZq03NiORnd,1,track,172
1384,TWLM: Piano Study #11,Larry Polansky,spotify:track:4o7ldqm6GIv0rP6Ez0o7tg,0.213,0.399,10,-15.759,0,0.0303,0.983,0.965,0.0668,0.0662,75.748,175200,3,20.86504,7,0,90,False,4,1993-10-28,disc_number,15,compilation,spotify:album:0xrIruSfT9ZxQkeaKnzgbH,1,track,178
1385,Hermoso Cariño,Vicente Fernández,spotify:track:6UN6W5tj0qrMYV8N9MQMJC,0.343,0.425,0,-5.589,1,0.0288,0.612,5.13e-06,0.243,0.408,154.267,156867,3,40.65823,9,0,90,False,5,1993-12-13,disc_number,11,album,spotify:album:4myhLYtrXhU1lq2rgz56LO,1,track,178
1386,Rossini's The Barber Of Seville,Great Kat,spotify:track:3WywY1I96TiflSxBFuDqsA,0.0837,0.853,4,-10.971,0,0.104,2.88e-06,0.841,0.053,0.59,199.005,132520,4,32.64907,6,0,90,False,1,1996,disc_number,4,single,spotify:album:1cio6xprpouXnMB5UstBmO,1,track,178
1387,Verschleierte Irreligiosität (96),Bethlehem,spotify:track:0a0LqjynOoZXMcg4upVY4A,0.238,0.771,1,-9.286,0,0.0705,0.0103,0.000221,0.0947,0.14,111.879,340667,4,57.89375,11,0,90,False,5,1996,disc_number,7,album,spotify:album:02TWyauMIqirKd4gvTqSwT,1,track,23
1388,Don't Make Me Over,Sybil,spotify:track:2QXeYzNsXgtI4YLeyr42aj,0.607,0.786,0,-7.081,1,0.0596,0.00552,0.000169,0.0673,0.905,96.569,243427,4,41.79189,9,1,90,False,1,1997,disc_number,13,compilation,spotify:album:6aOF3agLPNHtnLx0A5GaJM,1,track,176
1389,At All Times,Kurt Carr & The Kurt Carr Singers,spotify:track:6uzihZdRl6FV6O7DMFthXo,0.625,0.961,5,-5.218,0,0.18,0.537,3.21e-05,0.654,0.541,104.815,325267,4,71.58224,11,0,90,False,3,1994,disc_number,12,compilation,spotify:album:6fFB0IdnQZEuSeKjgSMMJF,1,track,1
1390,Oceans,Purusam,spotify:track:6fELIYmUy94sFV4TR6PpgV,0.397,0.831,7,-9.693,0,0.076,0.000178,0.0693,0.126,0.398,152.112,178400,3,37.02156,8,0,90,False,12,1995-01-01,disc_number,12,compilation,spotify:album:1VGYwkQh3m183V6Kie3uZ2,1,track,177
1391,He Is Exalted,Glad,spotify:track:4a1qRVJkeHPjNKCvlsdiSM,0.293,0.301,6,-7.618,1,0.0281,0.717,0.0,0.361,0.394,107.95,241013,4,35.54826,14,0,90,False,6,1998,disc_number,11,album,spotify:album:5yhWexF5TcKLEBY2AUVFX6,1,track,177
1392,Over in the Gloryland,Lloyd Miller,spotify:track:2FmNOyUElfGDx87JIVCv5Q,0.618,0.34,10,-15.009,1,0.189,0.797,0.413,0.112,0.751,96.619,184680,4,23.52782,8,0,90,False,11,1997-07-07,disc_number,17,album,spotify:album:64pTG2aZRY7ujNq4SWvSoU,1,track,178
1393,N 2 Gether Now,Limp Bizkit Featuring Method Man,spotify:track:5SEBSAio1N77Vbrj1cAEGb,0.752,0.753,6,-7.721,0,0.357,0.114,0.0,0.317,0.604,102.549,289867,4,83.74483,6,1,90,True,10,1999,disc_number,16,album,spotify:album:3HCCUaRSjHSFOe4fqE0BiP,2,track,177
1394,Just The Two Of Us,Will Smith,spotify:track:01F8B0dhzGdWvmcSO6vUdi,0.805,0.638,1,-5.864,1,0.0803,0.141,0.0,0.322,0.644,94.52,315507,4,15.54987,11,1,90,False,13,1997-10-03,disc_number,16,album,spotify:album:2esWeP8Ln1sXA0jbDmi3Zq,1,track,176
1395,100% Pure Love,Crystal Waters,spotify:track:0dfQwyoZoS9LgQiU6AJO7f,0.811,0.725,8,-7.203,1,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627,4,32.05074,12,1,90,False,2,1998-08-11,disc_number,13,compilation,spotify:album:3u9FnafwttOYXAz9fznSAg,1,track,178
1396,Losing My Religion,R.E.M.,spotify:track:31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4,69.66586,11,1,90,False,2,1991-03-12,disc_number,30,album,spotify:album:6yEuIwTQpciH1qtj7mP5GK,1,track,178
1397,"Horn Concerto No. 2 in E-Flat Major, K. 417 (arr. C. Lindberg): III. Rondo: Allegro",Christian Lindberg,spotify:track:11KvzZ34Hd59Yuh1zhxBbH,0.558,0.126,3,-18.744,1,0.047,0.993,0.948,0.107,0.598,104.677,235600,4,20.81588,14,0,90,False,11,1999-09-01,disc_number,11,album,spotify:album:2vJRzX59Q5aj2O9Kbyw1q5,4,track,178
1398,How Did I Get By Without You?,John Waite,spotify:track:38IDDkncsXoh1Q0weShawp,0.574,0.586,7,-9.007,1,0.0246,0.101,9.44e-06,0.0524,0.511,88.42,244667,4,37.39275,10,1,90,False,1,2009-03-31,disc_number,12,album,spotify:album:6FtiV2B2HQii1ZFF4u6IBA,1,track,172
1399,Sleeping Satellite,Tasmin Archer,spotify:track:3WSyYBhLZRLbQo2tJgFvSR,0.598,0.8,5,-10.574,0,0.0269,0.101,0.000143,0.263,0.77,96.069,258933,4,34.51304,10,1,90,False,1,1992-10-19,disc_number,11,album,spotify:album:4W5bJ5C6XGKEGWQNvhsSSY,1,track,178
1400,Don't Want To Be A Fool,Luther Vandross,spotify:track:2rgMQNOF91LdmJClQAgqW9,0.632,0.576,7,-8.345,1,0.0234,0.482,0.0,0.151,0.323,95.321,275133,4,29.42776,14,1,90,False,6,1991-04-26,disc_number,10,album,spotify:album:4mSFu3YmqIHfPngFDqZl4f,1,track,178
1401,Deep Blue,Richard Elliot,spotify:track:4VrxTsVFcc8utOx5CDZwks,0.506,0.751,0,-11.562,1,0.0368,0.0372,0.0493,0.382,0.707,100.002,300773,4,23.84187,9,0,90,False,3,1993-01-01,disc_number,15,album,spotify:album:3FzL2eK9IfxCcpAbUnemZG,1,track,178
1402,Take Us Away,Recon,spotify:track:027I7SCOyea5VPSbc7Rubw,0.429,0.83,6,-9.692,0,0.0373,0.00646,0.000922,0.121,0.489,145.743,233533,4,20.15571,12,0,90,False,6,1990,disc_number,11,album,spotify:album:5CBwwg3iHn2eP1AjgWbFVR,1,track,178
1403,Lambada,Kaoma,spotify:track:6xepovPqjvrkEw9Y5AMmTm,0.756,0.8,5,-5.158,1,0.0329,0.211,0.000723,0.047,0.967,118.921,207467,4,17.7232,9,1,90,False,1,1989,disc_number,14,album,spotify:album:0Lku5Y0I5aGcRSgeo2mOJm,1,track,178
1404,Po Pimp,Do Or Die (Featuring Twista),spotify:track:66AMCAjrOk7c957i3ej06f,0.81,0.428,0,-14.248,1,0.272,0.0623,0.0,0.116,0.649,142.075,234827,4,40.74881,11,1,90,True,3,1996,disc_number,11,album,spotify:album:4Rjhr6Jg80XQ94uDA8UZkG,1,track,177
1405,"No More ""I Love You's""",Annie Lennox,spotify:track:2Pn5gvVioma5LHPxgEBBmD,0.372,0.57,3,-7.305,1,0.0305,0.517,2.57e-06,0.141,0.234,179.907,291333,4,30.12424,14,1,90,False,1,1995,disc_number,10,album,spotify:album:1T2aRQcFUL59f9kQ876dLX,1,track,178
1406,Nobody Else,Tyrese,spotify:track:2ZmUMKX5cJQfQj12SmGYtg,0.697,0.684,7,-5.634,1,0.0897,0.00923,1.5e-05,0.136,0.596,91.882,232733,4,48.4155,10,1,90,False,1,1998-08-31,disc_number,13,album,spotify:album:1srJ4xgMWliQdwquG81ObA,1,track,177
1407,If I Could Turn Back The Hands Of Time,R. Kelly,spotify:track:7tNU9Ax7hzHA4nzo57aZb3,0.505,0.411,8,-8.273,1,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,378573,3,34.65042,15,1,90,False,15,1998-11-08,disc_number,29,album,spotify:album:4yRYsQZfQpzkoVWH2XCX66,1,track,178
1408,Nu Nu,Lidell Townsell,spotify:track:0qMUoCJmSPCjeej1d6g85A,0.936,0.55,3,-12.744,0,0.0548,0.00935,0.000322,0.0688,0.763,120.963,199627,4,24.79791,11,1,90,False,1,1992-01-01,disc_number,12,album,spotify:album:7EtfJr8igEANeYttLuWhMm,2,track,158
1409,Everything's Changed,Lonestar,spotify:track:3LglfWKjbclW7Efzz8K1zS,0.679,0.58,5,-7.034,1,0.0238,0.176,0.00153,0.0944,0.429,104.357,233773,4,41.01474,13,1,90,False,6,1995,disc_number,16,compilation,spotify:album:2JZvVC4RftWDbyhEFfpATZ,1,track,178
1410,To Make You Feel My Love,Billy Joel,spotify:track:6KaNr5y4GAlHGp2dQiZNPs,0.582,0.468,7,-9.448,1,0.0285,0.229,0.0,0.109,0.143,136.968,231267,4,35.73424,11,1,90,False,11,1990,disc_number,12,compilation,spotify:album:5lIB4iAcUp9F4ZmFTCiAsZ,1,track,68
1411,Rock ‘n’ Roll,Candlemass,spotify:track:4Dr1wORKnYcmAy22sW42XQ,0.323,0.986,10,-3.023,0,0.0967,5.25e-06,0.79,0.0881,0.0757,118.939,142613,4,95.91065,4,0,90,False,12,1999,disc_number,12,album,spotify:album:3XFqvFh2OkPfGkQUIFhpuw,1,track,177
1412,The British Arrival,Randy Edelman,spotify:track:586dvOx61CsG5w079NCbjG,0.161,0.0659,4,-26.49,1,0.0438,0.891,0.939,0.1,0.0394,109.446,122907,4,54.41673,5,0,90,False,14,1992-01-01,disc_number,16,compilation,spotify:album:71NrwUZGV90FcwYjfq8D9h,1,track,2
1413,Blessed,Elton John,spotify:track:7cBikvmY2ZYM0eQlQGOwQu,0.601,0.412,5,-11.963,1,0.0361,0.147,0.00585,0.263,0.464,204.064,300733,4,34.81211,18,1,90,False,11,1995-03-17,disc_number,11,album,spotify:album:70N1KLB06vjUQWSUaEYYdq,1,track,1
1414,House Of Fire,Alice Cooper,spotify:track:3besbqbQ0SNltlL36FAMD2,0.479,0.979,10,-5.077,0,0.107,0.0207,0.0,0.722,0.292,124.765,226427,4,24.35521,9,1,90,False,3,1989-07-25,disc_number,10,album,spotify:album:033cvSPAuSU5ArRfIgQSDU,1,track,178
